REP,GENO,LOC,PROT,BC,FE,ZN,CA,MG,STAR,FRUC,GLUC,SUCR,MALT,DM,VW,NOPS,NOCR,NONC,CRW,NCRW,RYTHA,TRW,BIOM,HI,CI,FYTHA,CYTHA
2,6618,La Molina,6.0969105,17.113037,1.5198731,1.3746533,105.9831543,78.3627777,65.7264633,1.8880987,3.693327,9.444768,0.2404118,29.42643392,2.79,3,3,2,2.47,0.11,38.184,2.58,5.37,48.04469274,95.73643411,41.292,36.556
2,6618,Satipo,7.5643082,0,1.8768401,1.2840967,52.2069092,91.9666748,69.1422958,1.0451889,2.7605348,4.5285921,0,40.54726368,0.82,3,3,5,0.84,0.24,15.984,1.08,1.9,56.84210526,77.77777778,12.136,12.432
2,6619,Satipo,6.8850727,0,1.7700787,1.355063,38.3258057,90.9649963,66.4659042,1.4829731,2.9765472,9.209815,0.2224436,31.03448276,0.2,2,2,0,0.52,0,7.696,0.52,0.72,72.22222222,100,2.96,7.696
2,6619,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,3,0,0,0,0,0,0,3.25,0,NA,48.1,0
2,6620,La Molina,6.6878319,220.022888,1.8178167,1.3518581,109.324707,87.9454651,59.6048927,1.8123636,3.2983279,16.2313805,0.5377865,24.57002457,3.18,3,11,3,3.95,0.13,60.384,4.08,7.26,56.19834711,96.81372549,47.064,58.46
2,6620,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,2,0,2,0,0.13,1.924,0.13,0.22,59.09090909,0,1.332,0
2,6621,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0248139,1.83,3,3,3,0.87,0.18,15.54,1.05,2.88,36.45833333,82.85714286,27.084,12.876
2,6621,Satipo,6.5083904,19.610748,1.4583468,1.1139998,77.2198486,77.3963776,72.4756546,1.3192463,2.73878,3.7162971,0,41.13300493,0.83,3,5,3,1.34,0.16,22.2,1.5,2.33,64.3776824,89.33333333,12.284,19.832
2,6622,La Molina,9.0700035,290.841522,2.493824,2.060277,135.8659668,97.8759613,60.050106,1.093873,3.2256904,9.2502556,1.0334625,29,2.33,2,2,2,0.57,0.11,10.064,0.68,3.01,22.59136213,83.82352941,34.484,8.436
2,6622,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,2,1,3,0.23,0.13,5.328,0.36,0.95,37.89473684,63.88888889,8.732,3.404
2,6623,Satipo,7.8760357,207.078552,1.9298739,1.2436571,70.7994385,73.7189636,60.0163612,1.7818727,2.8991909,13.0407953,0.0370197,30.84577114,0.94,3,3,9,0.89,0.45,19.832,1.34,2.28,58.77192982,66.41791045,13.912,13.172
2,6623,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,3,0,0,0,0,0,0,6.95,0,NA,102.86,0
2,6624,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,3,1,4,0.17,0.2,5.476,0.37,1.41,26.24113475,45.94594595,15.392,2.516
2,6624,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,3,0,0,0,0,0,0,9.9,0,NA,146.52,0
2,6625,La Molina,7.1106873,NA,1.8655291,1.3409953,177.9821777,122.4120178,56.9693451,3.6689501,6.315505,15.8493872,0.7660761,24.12935323,0.9,3,12,16,1.94,0.56,37,2.5,3.4,73.52941176,77.6,13.32,28.712
2,6625,Satipo,5.3128338,41.941986,1.5999961,1.0634584,25.2387695,73.1523895,69.939949,1.8921185,3.7089057,6.1361923,0,34.07960199,0.26,3,3,12,0.46,0.49,14.06,0.95,1.21,78.51239669,48.42105263,3.848,6.808
2,6626,La Molina,9.118022,499.929428,2.8360748,2.1632237,567.121521,170.8677979,39.7462006,4.8676901,8.1527834,29.070179,1.6638193,18.36228288,4.23,3,3,8,0.54,0.41,14.06,0.95,5.18,18.33976834,56.84210526,62.604,7.992
2,6626,Satipo,8.4084806,130.138245,2.6476235,1.5277767,180.5837402,114.4914246,46.7648239,7.4280272,10.484107,13.3962412,0.505662,21.58808933,2.16,2,0,10,0,0.61,9.028,0.61,2.77,22.02166065,0,31.968,0
2,6627,La Molina,6.5064173,NA,1.8211622,1.4807854,127.4001465,99.5666504,68.187912,0.3663902,2.2619271,6.8882141,0,34.82587065,6.79,3,19,13,2.99,0.53,52.096,3.52,10.31,34.14161009,84.94318182,100.492,44.252
2,6627,Satipo,7.3750706,61.831055,1.9958158,1.2958293,14.2653809,97.1475983,71.0892487,0.2935791,1.6752194,4.9944334,0,42.39401496,0.87,1,3,3,0.64,0.14,11.544,0.78,1.65,47.27272727,82.05128205,12.876,9.472
2,6628,La Molina,8.4264202,109.908905,1.9576049,1.5993886,121.2855225,104.4463654,69.1790924,0.5571842,2.2451611,6.3964062,0,34.81481481,5.2,3,7,3,1.7,0.09,26.492,1.79,6.99,25.60801144,94.97206704,76.96,25.16
2,6628,Satipo,9.042572,0,2.2754574,1.3636556,83.0187988,110.2481384,64.2550964,1.5456228,2.0574098,7.410305,0,38.91625616,0.91,3,7,4,1.6,0.1,25.16,1.7,2.61,65.13409962,94.11764706,13.468,23.68
2,6629,Satipo,8.3799324,230.82016,2.2317412,1.3785429,85.8133545,99.9565887,63.6884689,0.7123451,1.7023784,10.0061531,0,38.61386139,1.19,3,6,4,1.39,0.32,25.308,1.71,2.9,58.96551724,81.28654971,17.612,20.572
2,6629,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78,3,0,0,0,0,0,0,6.78,0,NA,100.344,0
2,6630,La Molina,6.9670458,92.035675,1.7567835,1.4963584,186.9807129,105.7423401,64.8605423,1.1337643,2.9735746,11.5913992,0.1987362,29.55665025,11.09,3,5,0,2.45,0,36.26,2.45,13.54,18.09453471,100,164.132,36.26
2,6630,Satipo,6.6463137,0,2.0347157,1.3722878,52.6599121,80.8620758,63.6062202,1.8011532,3.6898394,10.2288084,0,28.28784119,0.96,3,3,8,0.89,0.64,22.644,1.53,2.49,61.44578313,58.16993464,14.208,13.172
2,6631,La Molina,9.444973,318.29895,2.1181545,1.5642438,382.8488159,144.9940186,52.0561295,2.0952501,4.4178896,22.3095436,0.2863293,26.55086849,3.52,3,2,4,0.33,0.08,6.068,0.41,3.93,10.43256997,80.48780488,52.096,4.884
2,6631,Satipo,6.0879593,94.161835,1.9350772,1.1380892,74.7886963,91.6785889,56.2373581,4.4804573,7.0781827,11.4103327,0,27.16049383,2.72,2,9,5,1.68,0.21,27.972,1.89,4.61,40.9978308,88.88888889,40.256,24.864
2,6632,Satipo,5.0100975,0,1.3919067,1.1244535,78.6429443,86.2598114,72.8175659,1.3048496,2.5021806,4.7830858,0,41.2195122,2.76,3,5,2,2.32,0.24,37.888,2.56,5.32,48.12030075,90.625,40.848,34.336
2,6632,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,3,0,2,0,0.18,2.664,0.18,3.56,5.056179775,0,50.024,0
2,6633,La Molina,7.5314941,547.524338,2.1145425,1.8055162,346.4625244,127.8023224,57.0268326,2.3314924,4.5082579,16.7389393,1.0113564,25.36945813,7.12,3,15,4,3.81,0,56.388,3.81,10.93,34.85818847,100,105.376,56.388
2,6633,Satipo,7.2849827,263.406219,2.1036639,1.2887354,109.0761719,95.3100891,53.0322762,3.9307604,6.1006699,15.2819538,0.2529507,27.72277228,1.3,2,3,2,0.89,0.24,16.724,1.13,2.43,46.50205761,78.76106195,19.24,13.172
2,6634,La Molina,9.5346336,211.241608,2.6634684,2.003809,435.3496094,182.5108948,52.2001076,1.8030882,3.9170394,20.6750431,0.763217,27.0471464,2.55,3,3,6,0.52,0.21,10.804,0.73,3.28,22.25609756,71.23287671,37.74,7.696
2,6634,Satipo,6.1064472,220.060272,1.9478989,1.2310324,87.7512207,86.4079285,63.7944946,2.0728073,3.6597033,8.5847645,0.1213274,34.32098765,1.75,3,6,4,1.48,0.22,25.16,1.7,3.45,49.27536232,87.05882353,25.9,21.904
2,6635,La Molina,6.4186335,24.431,1.6528912,1.4929981,200.8960571,109.8821106,68.138176,0.6342926,2.1110072,10.4700165,0.3718128,35.48387097,6.79,3,9,4,2.01,0.2,32.708,2.21,9,24.55555556,90.95022624,100.492,29.748
2,6635,Satipo,5.1735573,0,1.6794605,1.1905432,72.4125977,94.238205,70.5958405,0.7452383,2.1272807,8.3099689,0,38.42364532,2.68,3,12,3,3.51,0.17,54.464,3.68,6.36,57.86163522,95.38043478,39.664,51.948
2,6636,La Molina,9.7276554,642.605362,2.2897668,1.7908902,331.1432495,130.461441,47.0467453,1.3168707,3.6369452,25.4047871,0.7096138,28.10945274,1.58,3,2,1,0.42,0.08,7.4,0.5,2.08,24.03846154,84,23.384,6.216
2,6636,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.72277228,1.81,3,9,7,4.38,0.3,69.264,4.68,6.49,72.11093991,93.58974359,26.788,64.824
2,6637,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,3,2,1,0.78,0.04,12.136,0.82,1.28,64.0625,95.12195122,6.808,11.544
2,6637,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,3,1,0,0.14,0,2.072,0.14,5.49,2.550091075,100,79.18,2.072
2,6638,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1.21,2,3,1,0.97,0.07,15.392,1.04,2.25,46.22222222,93.26923077,17.908,14.356
2,6638,Satipo,6.3742514,319.200287,1.8965831,1.2607508,127.1744385,86.4908447,60.4204483,1.9661322,3.5325837,15.5912027,0.0506811,32.08955224,0.85,3,8,4,1.23,0.12,19.98,1.35,2.2,61.36363636,91.11111111,12.58,18.204
2,6639,La Molina,7.0137053,48.343506,1.6403399,1.5648141,208.8794556,106.9741516,68.0699844,0.7812653,2.4553232,8.0789928,0.3593254,32.75862069,6.5,3,3,8,0.9,0.2,16.28,1.1,7.6,14.47368421,81.81818182,96.2,13.32
2,6639,Satipo,6.579339,40.25589,1.6115179,1.2679377,58.4221191,89.0746918,68.2905655,1.2066135,2.4248605,7.1590977,0,38.55721393,0.79,3,6,3,1.44,0.14,23.384,1.58,2.37,66.66666667,91.13924051,11.692,21.312
2,6640,La Molina,10.8672247,489.869385,2.8365238,2.0289531,332.2148438,161.6829529,43.1239204,2.5880928,5.4243445,27.3992462,1.1185131,20.93596059,7.15,3,5,13,1.19,0.39,23.384,1.58,8.73,18.09851088,75.3164557,105.82,17.612
2,6640,Satipo,9.5272713,297.298126,2.6350925,1.5591059,81.4365234,100.1686401,56.2049599,2.8565722,4.3731422,12.9407368,0.3540163,27.76412776,3.57,3,4,4,1.4,0.25,24.42,1.65,5.22,31.6091954,84.84848485,52.836,20.72
2,6641,La Molina,7.1718836,32.146454,1.7520151,1.717464,85.12146,76.1589355,66.853035,1.1664581,2.5630894,8.6379442,0.5050011,32.59803922,4.83,3,4,0,1,0,14.8,1,5.83,17.15265866,100,71.484,14.8
2,6641,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6642,La Molina,8.6977463,364.789734,2.2465053,1.9275937,246.9182739,109.8635101,47.258194,2.2012796,3.7329073,23.1106739,1.1854143,22.44389027,1.75,3,2,3,0.66,0.09,11.1,0.75,2.5,30,88,25.9,9.768
2,6642,Satipo,4.7399788,173.497314,1.7225647,1.0570898,92.491333,78.627655,54.2824249,6.5642748,9.6431923,10.990922,0.4311838,26.61691542,1.06,3,4,0,2.43,0,35.964,2.43,3.49,69.62750716,100,15.688,35.964
2,6643,La Molina,9.9938316,521.497116,2.4761033,1.8679385,317.3973999,142.855072,56.8197556,1.449275,3.6918988,14.9590178,0.4362707,28.5,6.97,3,5,6,1.16,0.29,21.46,1.45,8.42,17.22090261,80,103.156,17.168
2,6643,Satipo,6.4498768,200.094147,2.0467401,1.1831503,112.6036377,93.4880066,54.502739,5.7725229,8.5722084,14.1385965,0.6215744,23.13432836,0.48,2,2,2,0.87,0.19,15.688,1.06,1.54,68.83116883,82.0754717,7.104,12.876
2,6644,La Molina,7.7238636,81.155243,1.7303576,1.5050201,275.0233154,103.6058502,63.8589516,1.4547825,3.0668192,14.5750456,0.4099274,30.67331671,1.81,3,7,10,0.83,0.29,16.576,1.12,2.93,38.22525597,74.10714286,26.788,12.284
2,6644,Satipo,5.2849655,198.818207,1.9408984,1.0870748,102.9595947,79.1876984,44.9143753,8.5220251,12.2821293,14.580533,0.2439365,23.26203209,1.72,3,8,8,1.68,0.35,30.044,2.03,3.75,54.13333333,82.75862069,25.456,24.864
2,6645,Satipo,7.0037832,61.915894,1.92344,1.3321137,79.4998779,75.147995,60.4687424,3.3168726,5.0295615,10.5166492,0.515132,29.72292191,0.16,1,2,1,0.44,0.06,7.4,0.5,0.66,75.75757576,88,2.368,6.512
2,6645,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,3,1,4,0.36,0.15,7.548,0.51,3.5,14.57142857,70.58823529,44.252,5.328
2,6646,Satipo,7.654211,0,2.0471945,1.4620323,80.5350342,90.4202118,66.2859726,2.4048061,3.5954099,6.8474541,0.1957636,32.92079208,0.67,1,2,1,0.68,0.14,12.136,0.82,1.49,55.03355705,82.92682927,9.916,10.064
2,6646,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,3,1,2,0.16,0.08,3.552,0.24,2.95,8.13559322,66.66666667,40.108,2.368
2,6647,La Molina,7.2701426,395.366135,2.0636549,1.8316579,91.7751465,82.3154144,57.5555229,0.6911535,2.419313,16.2456779,0.8096981,31.5920398,2.41,3,1,2,0.32,0.12,6.512,0.44,2.85,15.43859649,72.72727273,35.668,4.736
2,6647,Satipo,8.7409363,190.368347,2.1413579,1.3950629,65.1273193,90.4687042,63.0414658,1.3973083,2.3483005,11.196455,0,35.32338308,0.59,2,1,5,0.37,0.08,6.66,0.45,1.04,43.26923077,82.22222222,8.732,5.476
2,6648,Satipo,9.3853216,104.400482,2.3160648,1.5204687,54.4736328,81.7446442,62.5393066,1.4256382,2.0407367,11.1524849,0,33.82716049,0.43,2,1,1,0.28,0.1,5.624,0.38,0.81,46.91358025,73.68421053,6.364,4.144
2,6648,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,3,0,2,0,0.05,0.74,0.05,4.86,1.028806584,0,71.188,0
2,6649,La Molina,11.814477,419.94812,2.7880311,2.0941334,251.0881348,151.3852997,42.2071953,2.5166359,5.1044846,28.5063896,0.9575624,21.14427861,1.21,3,6,5,0.97,0.15,16.576,1.12,2.33,48.06866953,86.60714286,17.908,14.356
2,6649,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,3,0,3,0,0.27,3.996,0.27,0.52,51.92307692,0,3.7,0
2,6650,La Molina,8.4010696,317.07428,2.1570601,1.6806488,184.6688232,98.0005646,56.7976761,1.5183382,3.3350515,18.4999218,0.5449982,26.86567164,6.88,3,7,3,1.13,0.14,18.796,1.27,8.15,15.58282209,88.97637795,101.824,16.724
2,6650,Satipo,8.0962572,212.745056,2.1010418,1.38591,71.5727539,71.4608765,59.3917046,3.2768469,4.8819346,11.8292189,0.3787756,28.71287129,0.88,3,8,3,1.36,0.19,22.94,1.55,2.43,63.78600823,87.74193548,13.024,20.128
2,6651,La Molina,7.7317486,354.985199,2.1025147,1.7880311,200.9335327,91.634613,61.0286179,1.2503662,2.7164474,13.8560343,0.6480312,30.61728395,1.6,3,5,2,0.74,0.16,13.32,0.9,2.5,36,82.22222222,23.68,10.952
2,6651,Satipo,6.736969,66.296844,2.0847816,1.3113823,105.5716553,81.4358215,59.6210098,4.6720581,6.886724,9.2830372,0.5611248,25.92592593,1.99,3,6,1,2.13,0.08,32.708,2.21,4.2,52.61904762,96.3800905,29.452,31.524
2,6652,La Molina,8.2975721,504.727554,2.1919823,1.9605737,208.3447266,105.4011383,47.9344292,1.7973223,4.1976147,24.5809746,0.7378187,25.99009901,1.26,3,2,1,1.19,0.06,18.5,1.25,2.51,49.80079681,95.2,18.648,17.612
2,6652,Satipo,4.9083385,350.086594,1.8305998,1.1385961,102.0479736,98.7765808,57.9528503,3.432703,5.6826053,14.3173647,0.3474197,31.7617866,1.5,2,5,4,2.42,0.41,41.884,2.83,4.33,65.35796767,85.51236749,22.2,35.816
2,6653,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.34825871,2.86,3,1,1,0.22,0.08,4.44,0.3,3.16,9.493670886,73.33333333,42.328,3.256
2,6653,Satipo,8.6514034,261.278534,2.4620204,1.4879861,116.8731689,119.3506317,52.6384773,4.3330212,6.958694,13.983242,0,26.28992629,0.01,1,2,0,0.78,0,11.544,0.78,0.79,98.73417722,100,0.148,11.544
2,6654,La Molina,8.0004473,55.027924,1.7728443,1.6610808,103.7375488,92.9850464,65.8873749,0.4216452,1.8717214,10.4305019,0.1697826,33.33333333,2.3,3,4,3,1.51,0.04,22.94,1.55,3.85,40.25974026,97.41935484,34.04,22.348
2,6654,Satipo,7.2759352,0,1.9523335,1.3647399,14.6342773,85.9705811,69.149971,1.3404379,2.6443934,8.1671553,0.4535103,34.32835821,0.33,2,1,3,0.24,0.11,5.18,0.35,0.68,51.47058824,68.57142857,4.884,3.552
2,6655,La Molina,8.3030567,0.463104,1.8396845,1.5762167,214.6670532,113.4142456,66.3318863,1.1141491,2.791121,9.0439825,0.4851027,33.66583541,1.28,3,2,2,0.73,0.1,12.284,0.83,2.11,39.33649289,87.95180723,18.944,10.804
2,6655,Satipo,5.9300117,10.842285,1.5161042,1.226963,65.0048828,72.5614777,71.6203537,0.58179,1.9119922,7.5020056,0,38.70967742,0.62,2,1,2,0.58,0.11,10.212,0.69,1.31,52.67175573,84.05797101,9.176,8.584
2,6656,La Molina,7.3517094,99.372864,1.6999335,1.5128059,218.6490479,96.1012115,71.0397034,0.503685,2.2472558,7.214179,0,37.62376238,7.88,3,8,12,1.22,0.41,24.124,1.63,9.51,17.13985279,74.84662577,116.624,18.056
2,6656,Satipo,5.3224258,0,1.4036932,1.1776185,115.9304199,78.4486694,73.7232437,0.926405,2.5787611,3.9141762,0,41.191067,3.3,3,7,2,2.02,0.13,31.82,2.15,5.45,39.44954128,93.95348837,48.84,29.896
2,6657,La Molina,8.1938486,0,2.3033907,1.7633457,111.067627,105.6948395,57.3604202,2.3811951,4.3024626,15.8773975,1.0529289,22.88557214,3.43,3,2,0,0.51,0,7.548,0.51,3.94,12.94416244,100,50.764,7.548
2,6657,Satipo,7.8644123,0,1.9431005,1.3892674,82.6295166,86.3963013,67.3924408,1.6630096,2.7412047,7.106926,0.0074692,33.58208955,0.32,2,3,3,0.46,0.05,7.548,0.51,0.83,61.44578313,90.19607843,4.736,6.808
2,6658,La Molina,7.8916321,346.032333,2.0518484,1.5770555,230.8833618,113.5931549,51.643692,2.2799139,4.3015409,22.1962414,0.6978197,23.7037037,0.92,3,5,1,1.51,0.05,23.088,1.56,2.48,62.90322581,96.79487179,13.616,22.348
2,6658,Satipo,6.1870232,278.180695,1.7183166,1.1714087,90.6772461,76.6083984,61.175808,2.1285496,3.6568666,11.9334259,0,29.77667494,1.56,3,9,6,2.96,0.16,46.176,3.12,4.68,66.66666667,94.87179487,23.088,43.808
2,6659,La Molina,7.2927437,39.941101,1.8346705,1.5331178,297.8609009,126.2256927,64.5595322,1.567873,3.2306042,12.1830034,0.2918968,28.85085575,6.96,3,3,8,0.92,0.29,17.908,1.21,8.17,14.81028152,76.03305785,103.008,13.616
2,6659,Satipo,7.9402084,0,2.1051526,1.4041786,64.4853516,92.1155396,63.8261528,2.5341148,3.8708339,8.180069,0.1704674,30.12345679,1.8,2,6,0,0.95,0,14.06,0.95,2.75,34.54545455,100,26.64,14.06
2,6660,La Molina,7.2888794,375.367889,2.0651274,1.8094702,185.9008789,89.3201904,61.3173637,0.6599607,2.734026,13.3313227,0.4585991,36.54320988,1.09,3,5,0,0.82,0,12.136,0.82,1.91,42.93193717,100,16.132,12.136
2,6660,Satipo,5.3836365,106.307983,1.582016,1.0565157,126.7613525,87.9237213,63.0401268,1.9283237,3.4866552,13.1941986,0.3062124,35,0.77,3,2,6,1.03,0.11,16.872,1.14,1.91,59.68586387,90.35087719,11.396,15.244
2,6661,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7745098,5.14,3,3,0,3.28,0,48.544,3.28,8.42,38.95486936,100,76.072,48.544
2,6661,Satipo,7.5972548,107.345123,2.1481161,1.2723598,88.7850342,87.5321198,60.8368301,4.7361603,7.0535607,6.3374548,0.2335148,28.07881773,2.08,3,2,1,1.71,0.13,27.232,1.84,3.92,46.93877551,92.93478261,30.784,25.308
2,6662,La Molina,6.9477663,32.962646,1.6604657,1.5179186,189.6720581,104.1286316,67.3624573,0.9839792,2.6182632,9.2562466,0.6353111,34.66334165,3.97,3,3,3,0.74,0.09,12.284,0.83,4.8,17.29166667,89.15662651,58.756,10.952
2,6662,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,3,1,2,0.24,0.05,4.292,0.29,0.8,36.25,82.75862069,7.548,3.552
2,6663,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.45098039,1.3,3,9,3,2.17,0.26,35.964,2.43,3.73,65.14745308,89.30041152,19.24,32.116
2,6663,Satipo,4.7621708,2.752075,1.416275,1.0169034,103.2791748,68.3961945,69.9317627,2.3411503,3.8079557,5.2063999,0.0092506,33.74689826,0.46,1,2,3,0.35,0.18,7.844,0.53,0.99,53.53535354,66.03773585,6.808,5.18
2,6664,Satipo,7.2155161,325.101013,2.1173563,1.2760811,101.536499,98.9964752,60.8950233,1.3462563,2.7743611,12.4094868,0,34.15841584,2.85,3,5,7,1.15,0.31,21.608,1.46,4.31,33.87470998,78.76712329,42.18,17.02
2,6664,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,2,0,0,0,0,0,0,2.77,0,NA,40.996,0
2,6665,La Molina,8.0402126,114.252472,1.8386307,1.7536674,136.8803711,81.0016937,67.1448822,0.7309465,2.4056945,8.7755184,0.3365154,33.25062035,4.65,3,4,14,0.57,0.38,14.06,0.95,5.6,16.96428571,60,68.82,8.436
2,6665,Satipo,7.7343283,0,1.8945861,1.3346014,132.7952881,93.8390808,65.5017624,1.7532606,3.3016009,11.1261301,0.2164412,30.76923077,3.57,3,15,6,3.64,0.3,58.312,3.94,7.51,52.46338216,92.3857868,52.836,53.872
2,6666,Satipo,6.3756647,0,1.6061287,1.2347908,46.3334961,68.0024872,65.9701004,2.1488771,3.5869694,8.0364151,0,34.41396509,1.13,3,8,5,1.43,0.36,26.492,1.79,2.92,61.30136986,79.88826816,16.724,21.164
2,6666,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,3,0,5,0,0.39,5.772,0.39,3.87,10.07751938,0,51.504,0
2,6667,La Molina,7.53829,44.678345,2.0378919,1.725615,77.9342041,98.2248688,64.104126,1.1854172,3.0827489,7.5075235,0.3982353,31.8627451,1.88,2,1,0,0.3,0,4.44,0.3,2.18,13.76146789,100,27.824,4.44
2,6667,Satipo,7.9764833,0,2.0162416,1.4355545,54.3476563,87.5982819,64.7042465,2.4491367,3.877666,7.1011162,0.1539516,30.04926108,1.18,3,4,2,1.48,0.19,24.716,1.67,2.85,58.59649123,88.62275449,17.464,21.904
2,6668,La Molina,6.9224653,153.504181,1.6571417,1.6339216,165.6785889,96.6538239,67.6297913,0.4238501,2.0569897,8.665206,0.0402355,34.96332518,3.76,3,3,1,0.73,0.11,12.432,0.84,4.6,18.26086957,86.9047619,55.648,10.804
2,6668,Satipo,5.3020649,0,1.3068366,1.0150375,136.80896,90.0179443,70.8533707,1.7696295,3.2503815,6.0591764,0.0545387,43.75,0.8,NA,2,6,0.25,0.25,7.4,0.5,1.3,38.46153846,50,11.84,3.7
2,6669,La Molina,5.8383141,73.751221,1.758842,1.7167788,66.222168,79.5097351,60.2927437,1.0094624,2.8340244,16.6200066,0.2395668,26.28992629,2.4,3,5,0,1.49,0,22.052,1.49,3.89,38.3033419,100,35.52,22.052
2,6669,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6670,La Molina,7.7908697,154.911652,2.1893899,1.9969149,121.8463135,77.7461548,64.4606705,2.4526014,4.622735,5.4030914,0.8842106,25,2.71,3,8,4,1.72,0.19,28.268,1.91,4.62,41.34199134,90.05235602,40.108,25.456
2,6670,Satipo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,3,1,2,0.27,0.04,4.588,0.31,1.29,24.03100775,87.09677419,14.504,3.996
2,6671,Satipo,5.5571136,0,1.7212658,1.1814313,98.0125732,86.5434265,65.5196304,1.9022074,3.5172372,9.7158937,0,31.26550868,1.41,1,4,2,0.7,0.16,12.728,0.86,2.27,37.88546256,81.39534884,20.868,10.36
2,6671,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,3,1,2,0.23,0.01,3.552,0.24,1.99,12.06030151,95.83333333,25.9,3.404
2,6672,Satipo,5.6967869,0,1.5332165,1.2492027,70.0911865,84.4456024,63.3575325,3.6760836,6.0928407,9.3003645,0.4479675,29.03225806,1.2,2,2,1,1.1,0.16,18.648,1.26,2.46,51.2195122,87.3015873,17.76,16.28
2,6672,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,2,0,0,0,0,0,0,2.53,0,NA,37.444,0
2,6673,La Molina,7.2898464,5.804596,1.651763,1.4297385,47.8835449,80.4871826,69.7232208,0.9115524,1.9829682,6.7772007,0.1359653,36.159601,6.51,3,3,0,4.2,0,62.16,4.2,10.71,39.21568627,100,96.348,62.16
2,6673,Satipo,7.3438635,0,2.2747998,1.4273591,67.8345947,103.8805389,62.0108337,1.8736277,3.1256747,14.0655575,0.4847145,27.5862069,2.21,2,2,1,1.13,0.13,18.648,1.26,3.47,36.31123919,89.68253968,32.708,16.724
2,6674,Satipo,12.1818209,382.944183,3.0322928,1.8442345,136.6757813,113.682785,50.1824913,2.1803837,2.9820256,19.7488575,0.7802696,23.89162562,3.17,2,4,2,0.73,0.11,12.432,0.84,4.01,20.94763092,86.9047619,46.916,10.804
2,6674,La Molina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,3,0,0,0,0,0,0,2.99,0,NA,44.252,0
2,6675,La Molina,5.3678379,88.314667,1.5396819,1.3642554,91.3395996,72.6289673,66.5229034,1.0909176,2.6463089,12.1063499,0.5088682,31.7617866,5.97,3,12,5,2.27,0.23,37,2.5,8.47,29.51593861,90.8,88.356,33.596
2,6675,Satipo,6.8991232,0,1.9328008,1.319561,7.3309326,67.0761261,66.1025772,1.0864649,2.2120199,9.6522846,0,37.56218905,1.99,3,7,9,1.39,0.37,26.048,1.76,3.75,46.93333333,78.97727273,29.452,20.572
2,6676,La Molina,10.0169811,70.911407,2.3540885,2.0651302,126.1175537,73.125946,65.2582703,1.3611479,2.7980671,7.0606928,0.7609377,26.23762376,2.41,3,2,2,0.87,0.11,14.504,0.98,3.39,28.90855457,88.7755102,35.668,12.876
2,6676,Satipo,6.1467476,0,1.5931759,1.2031727,83.5625,69.655304,72.6982422,1.668767,3.3051805,2.6781101,0,38.05970149,0.41,2,3,1,1.77,0.09,27.528,1.86,2.27,81.93832599,95.16129032,6.068,26.196
